row_ID,add_these_pw_job_title_9089,agent_city,agent_firm_name,agent_state,application_type,case_no,case_number,case_received_date,case_status,class_of_admission,country_of_citizenship,country_of_citzenship,decision_date,employer_address_1,employer_address_2,employer_city,employer_country,employer_decl_info_title,employer_name,employer_num_employees,employer_phone,employer_phone_ext,employer_postal_code,employer_state,employer_yr_estab,foreign_worker_info_alt_edu_experience,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education,binarisation
32122,,Englewood,"The Irwin Law Firm, LLC",TEXAS,,,A-14163-77736,30/06/2014,Certified-Expired,H-1B,INDIA,,03/02/2016,830 Stewart Drive,Ste # 501,SUNNYVALE,UNITED STATES OF AMERICA,Hr Manager,TESSOLVEDTS INC.,16,(408) 865-0873,,75202,TEXAS,1897,,,CHESTERFIELD,Master's,1
124818,,None,Fennemore Craig PC,CALIFORNIA,,,A-15068-57091,31/03/2015,Certified-Expired,H-1B,INDIA,,25/01/2016,930 Deguigne Drive,Suite 101,SUNNYVALE,UNITED STATES OF AMERICA,Human Resource Director,"VSS MONITORING, INC",190,(408) 585-6800,,77077,TEXAS,2000,,,CHESTERFIELD,Master's,1
31811,,Reston,Pearl Law Group,OHIO,,,A-16102-95527,26/04/2016,Certified,H-1B,VENEZUELA,,06/12/2016,8123 Hillsboro St,None,HOUSTON,UNITED STATES OF AMERICA,Controller,Depco Power Systems,16,(713) 675-6100,,77845,TEXAS,1994,,,CLINTON,Bachelor's,0
330641,,Minneapolis,"Rajan Law, LLC",OREGON,,,A-16144-13123,16/06/2016,Certified-Expired,H-1B,CANADA,,10/11/2014,1600 Amphitheatre Parkway,3170 E 11Th St,MOUNTAIN VIEW,UNITED STATES OF AMERICA,Immigration Program Specialist,GOOGLE INC.,53861,(650) 253-0000,,75024,TEXAS,1996,,,COLUMBUS,Doctorate,0
343251,,None,Leibl and Kirkwood,NEW YORK,,,A-15097-64572,23/04/2015,Certified,H-1B,UKRAINE,,15/11/2016,1600 Amphitheatre Parkway,None,MOUNTAIN VIEW,UNITED STATES OF AMERICA,"Global Mobility Specialist, Immigration",GOOGLE INC.,61254,(650) 253-0000,303,75063,TEXAS,2004,,,CUMMING,Master's,1
30819,,Chicago,"Fragomen, Del Rey, Bernsen & Loewy, LLP",CALIFORNIA,,,A-16285-60317,20/10/2016,Certified,H-1B,INDIA,,12/08/2015,5008 Airport Road,None,ROANOKE,UNITED STATES OF AMERICA,Ssc Human Resources Manager,E-ADVANCE LLC,15,(540) 561-1238,,77845,TEXAS,1994,,,CUPERTINO,Bachelor's,0
204991,,Newark,"DORNBAUM & PEREGOY, ESQ.",CALIFORNIA,,,A-14114-63384,16/05/2014,Certified,H-1B,INDIA,,27/12/2016,140 New Montgomery St 9Th Floor,None,SAN FRANCISCO,UNITED STATES OF AMERICA,Global Mobility And Immigration Manager,"YELP, INC.",3826,(415) 908-3801,,75231,TEXAS,1947,,,DALLAS,Bachelor's,0
31498,,Boston,None,NEW YORK,,,A-14356-37063,15/01/2015,Denied,H-1B,PHILIPPINES,,19/05/2016,643 Chalan San Antonio,None,TAMUNING,UNITED STATES OF AMERICA,Director,YBL PLLC,15,(671) 648-6390,,75231,TEXAS,1947,,,DALLAS,Master's,1
235892,,Boston,"Fragomen, Del Rey, Bernsen & Loewy LLP",CALIFORNIA,,,A-14214-94861,21/08/2014,Certified,L-1,CHINA,,21/09/2015,209 Redwood Shores Parkway,None,REDWOOD CITY,UNITED STATES OF AMERICA,Senior Immigration Consultant,"ELECTRONIC ARTS, INC.",9300,(650) 628-1500,,77845,TEXAS,1994,,,DALLAS,Bachelor's,0
215936,,Detroit,Honigman Miller Schwartz and Cohn LLP,MARYLAND,,,A-15128-74717,02/06/2015,Certified-Expired,H-1B,SOUTH KOREA,,13/01/2015,1700 Market Street,None,PHILADELPHIA,UNITED STATES OF AMERICA,"Manager, Hr, Deloitte Services Lp, As Agent",DELOITTE TAX LLP,6000,(727) 378-8029,,77845,TEXAS,1994,,,DALLAS,Bachelor's,0
145964,,None,"Cohen & Grigsby, P.C.",CALIFORNIA,,,A-14023-35123,04/03/2014,Certified-Expired,H-1B,INDIA,,26/01/2016,972 Mission Street,None,SAN FRANCISCO,UNITED STATES OF AMERICA,"Director, Hr","AdRoll, Inc.",400,(877) 723-7655,,75209,TEXAS,2007,,,DALLAS,Master's,1
69669,,San Diego,"Fragomen, Del Rey, Bernsen & Loewy, LLP",GEORGIA,,,A-15054-53232,19/03/2015,Certified,H-1B,INDIA,,17/04/2015,"345 Plainfield Ave,",None,EDISON,UNITED STATES OF AMERICA,Vice President-Operations,"DVR SOFTEK INC.,",46,(732) 339-1800,,77845,TEXAS,1994,,,DAYTON,Bachelor's,0
296212,,Schaumburg,None,None,,,A-16082-87887,15/04/2016,Withdrawn,H-1B,INDIA,,29/09/2015,200 Plaza Drive,Suite134,SECAUCUS,UNITED STATES OF AMERICA,"Associate Director, Americas Mobility",ERNST & YOUNG U.S. LLP,31000,(201) 872-2200,,77845,TEXAS,1994,,,DEPEW,Bachelor's,0
177552,,Miami,Rifkin & Fox-Isicoff P.A.,PENNSYLVANIA,,,A-15215-04644,02/09/2015,Withdrawn,H-1B,BELARUS,,29/11/2016,41 University Drive,(Also Known As 1601 Willow Road),NEWTOWN,UNITED STATES OF AMERICA,Hr Administrator,"EPAM SYSTEMS, INC",1227,(267) 759-9000,,77845,TEXAS,1994,,,DES PLAINES,Bachelor's,0
283616,,Dallas,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-16070-82692,31/03/2016,Certified-Expired,H-1B,INDIA,,07/04/2015,211 Quality Circle,Suite 303,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,29000,(201) 290-9573,1483,75024,TEXAS,1965,,,DUBLIN,Master's,1
166202,,Worcester,None,None,,,A-16127-06811,26/05/2016,Withdrawn,H-1B,TAIWAN,,20/10/2016,"200 Skiles Boulevard, Third Floor",None,WEST CHESTER,UNITED STATES OF AMERICA,Visa And Human Resources Specialist,EBS HEALTHCARE,750,(800) 578-7906,,77845,TEXAS,1994,,,DUBLIN,Bachelor's,0
216289,,San Francisco,Egan LLP,CALIFORNIA,,,A-14021-34490,04/03/2014,Certified-Expired,H-3,SOUTH AFRICA,,04/12/2015,3500 Deer Creek Road,None,PALO ALTO,UNITED STATES OF AMERICA,"Vp, Human Resources",TESLA MOTORSINC,6000,(510) 249-2991,,75202,TEXAS,1897,,,EDISON,Master's,1
268019,,Pittsburgh,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-15300-32987,20/11/2015,Certified,H-1B,INDIA,,30/09/2016,1700 Market Street,None,PHILADELPHIA,UNITED STATES OF AMERICA,"Lead Specialist,Hr, Deloitte Services Lp, As Agent",DELOITTE CONSULTING LLP,19000,(214) 840-1464,,77845,TEXAS,1994,,,ELLINGTON,Bachelor's,0
33640,,Atlanta,Seyfarth Shaw LLP,TEXAS,,,A-15050-52230,12/03/2015,Certified-Expired,H-1B,INDIA,,23/02/2015,6 Jonquil Lane,Suite 100,NASHUA,UNITED STATES OF AMERICA,President,ZENITH SOFTWARE INC.,17,(603) 557-7981,,75093,TEXAS,1993,,,FARMINGTON HILLS,Master's,1
51695,,Phoenix,Pearl Law Group,OHIO,,,A-15202-00526,19/08/2015,Certified-Expired,H-1B,INDIA,,01/12/2015,46191 Westlake Drive,Suite 200,STERLING,UNITED STATES OF AMERICA,Chief Information Officer,DSH MANGEMENT SOLUTIONS LLC,30,(703) 444-2422,,77845,TEXAS,1994,,,FISHERS,Bachelor's,0
90733,,Richardson,LAW OFFICES OF TERESA CAI,NEW YORK,,,A-16071-83621,06/04/2016,Denied,H-1B,INDIA,,16/02/2016,800 Cross Pointe Road,Suite 900,GAHANNA,UNITED STATES OF AMERICA,President,DEEMSYS INC,76,(614) 322-9928,,76207,TEXAS,2001,,,FLOWER MOUND,Bachelor's,0
250870,,Farmington,"Law offices of Sheeba Khan, PLC",NEW YORK,,,A-14091-56952,07/05/2014,Denied,L-1,INDIA,,29/08/2016,701 First Avenue,None,SUNNYVALE,UNITED STATES OF AMERICA,"Senior Manager, Human Resources",YAHOO! INC.,12500,(408) 349-3300,101,75080,TEXAS,1995,,,FORDS,Bachelor's,0
16623,,Tallahassee,None,None,,,A-14177-82292,15/07/2014,Certified-Expired,H-1B,RUSSIA,,04/12/2014,545 W Lambert Rd,None,BREA,UNITED STATES OF AMERICA,Director Operations,BEST IT EXPERTS INC,7,(714) 253-3498,,78682,TEXAS,1984,,,FREMONT,Bachelor's,0
234608,,Portland,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-14231-99414,17/09/2014,Certified-Expired,H-1B,CANADA,,18/03/2015,2355 W. Chandler Blvd,25Th Floor,CHANDLER,UNITED STATES OF AMERICA,"Vp, Global Human Resources",MICROCHIP TECHNOLOGY,9036,(480) 792-7370,,75024,TEXAS,1984,,,FRISCO,Master's,1
108334,,Santa Clara,"Ramineni Law Associates, LLC",PENNSYLVANIA,,,A-15233-10501,23/09/2015,Certified,H-1B,INDIA,,28/05/2015,4390 U.S. Rt. 1,None,PRINCETON,UNITED STATES OF AMERICA,Manager,XPEDITE TECHNOLOGIES INC,115,(609) 919-0970,182,75034,TEXAS,1999,,,FRISCO,Master's,1
56491,,Overland Park,"Morgan, Lewis & Bockius LLP",NEW YORK,,,A-14363-38088,23/01/2015,Certified-Expired,H-1B,CHINA,,28/01/2016,2321 W. 41St Street,None,CHICAGO,UNITED STATES OF AMERICA,Vice President Of Finance And Administration,"All Cell Technologies, LLC",35,(773) 922-1155,,77032,TEXAS,2008,,,FRISCO,Master's,1
255912,,Atlanta,Seyfarth Shaw LLP,TEXAS,,,A-16266-55420,07/10/2016,Certified,H-1B,JORDAN,,04/09/2015,2065 Hamilton Ave.,None,SAN JOSE,UNITED STATES OF AMERICA,"Director, Hr Global Mobility",EBAY INC.,14551,(408) 376-4952,,77845,TEXAS,1994,,,FULLERTON,Bachelor's,0
315226,,Wayne,None,None,,,A-13249-94418,26/09/2013,Certified-Expired,H-1B,INDIA,,18/11/2015,100 N. Tryon Street,None,CHARLOTTE,UNITED STATES OF AMERICA,Senior Vice President,MERRILL LYNCH,40000,(646) 855-1847,,75024,TEXAS,1981,,,GLEN OAKS,Master's,1
88282,,New York,Law Office of Hyung Sig Kim,MICHIGAN,,,A-13327-18516,16/12/2013,Certified-Expired,H-1B,INDIA,,12/11/2015,4234 Hacienda Dr,None,PLEASANTON,UNITED STATES OF AMERICA,President,"ECALIX, INC.",73,(510) 279-4187,,77845,TEXAS,1994,,,GREENWOOD VILLAGE,Master's,1
155852,,Reston,Jackson & Hertogs LLP,MASSACHUSETTS,,,A-16083-88076,15/04/2016,Certified,H-1B,INDIA,,24/04/2015,12 Greenway Plaza,None,HOUSTON,UNITED STATES OF AMERICA,Total Rewards Manager,DIRECT ENERGY,550,(713) 877-3500,,77845,TEXAS,1994,,,HACKENSACK,Bachelor's,0
252982,,None,"Alan C. Chen, P.C.",ARIZONA,,,A-16041-71371,06/03/2016,Certified-Expired,H-1B,INDIA,,05/11/2015,"633 Third Avenue, 5Th Floor",Suite 300,NEW YORK,UNITED STATES OF AMERICA,Assistant General Counsel,MEMORIAL SLOAN-KETTERING CANCER CENTER,13000,(646) 227-3001,,75024,TEXAS,1981,,,HENRICO,Bachelor's,0
68836,,San Francisco,"Ryan, Swanson & Cleveland, PLLC",SOUTH CAROLINA,,,A-15292-30009,11/11/2015,Certified,H-1B,CHINA,,27/04/2016,2975 Westchester Avenue,Human Resources,PURCHASE,UNITED STATES OF AMERICA,President/Ceo,"MAYPRO INDUSTRIES, LLC",45,(914) 251-0701,,75024,TEXAS,1981,,,HENRICO,Bachelor's,0
112489,,Dallas,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-15146-79627,11/06/2015,Certified-Expired,H-1B,INDIA,,26/10/2015,1133 E. Maple,Suite 1200,TROY,UNITED STATES OF AMERICA,President,"ENGINEERING TECHNOLOGY ASSOCIATES, INC.",131,(248) 729-3010,,77845,TEXAS,1994,,,HONOLULU,Master's,1
171071,,Vancouver,None,None,,,A-14132-68673,03/06/2014,Certified,H-1B,INDIA,,25/10/2016,5470 Great America Parkway,None,SANTA CLARA,UNITED STATES OF AMERICA,Hr Operations Specialist,"HORTONWORKS, INC.",900,(855) 846-7866,,77060,TEXAS,1862,,,HOUSTON,Master's,1
258240,,Washington,None,None,,,A-14128-67735,29/05/2014,Certified-Expired,H-1B,INDIA,,12/11/2015,600 Mountain Ave (Dba Nokia),Po Box 5838,MURRAY HILL,UNITED STATES OF AMERICA,North America-Immigration & Relocation Manager,"ALCATEL LUCENT USA, INC.",15382,(908) 582-3042,,77042,TEXAS,1889,,,HOUSTON,Bachelor's,0
294211,,Phoenix,Pearl Law Group,OHIO,,,A-16140-12043,13/06/2016,Certified,TN,CANADA,,13/08/2015,3600 Briarpark Drive,3Rd Floor,HOUSTON,UNITED STATES OF AMERICA,Nam Visa And Immigration Compliance Manager,SCHLUMBERGER TECHNOLOGY CORPORATION,29984,(713) 689-6379,,77002,TEXAS,1907,,,HOUSTON,Master's,1
78188,,Columbia,Ogletree Deakins Law Firm,None,,,A-14338-30902,29/12/2014,Certified,H-1B,INDIA,,13/07/2016,2775 Cruse Road,None,LAWRENCEVILLE,UNITED STATES OF AMERICA,Ceo,"SAVI TECHNOLOGIES, INC",57,(770) 935-5165,,77092-8501,TEXAS,1923,,,HOUSTON,Bachelor's,0
165929,,Philadelphia,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-13354-27091,21/01/2014,Certified,H-1B,SINGAPORE,,05/10/2016,395 Page Mill Road,None,PALO ALTO,UNITED STATES OF AMERICA,Immigration Specialist,"MEDALLIA, INC.",746,(650) 321-3000,,75024,TEXAS,1981,,,HOUSTON,Bachelor's,0
200593,,Torrance,None,None,,,A-14147-72565,13/06/2014,Certified-Expired,H-1B,INDIA,,15/01/2016,5005 E. Mcdowell Road,Room 110,PHOENIX,UNITED STATES OF AMERICA,Attorney,"SEMICONDUCTOR COMPONENTS INDUSTRIES, LLC",3100,(602) 244-5700,,77043,TEXAS,1988,,,HOUSTON,Doctorate,0
120907,,Boulder,"Caplan and Earnest, LLC",CALIFORNIA,,,A-16081-86877,13/04/2016,Denied,H-1B,INDIA,,29/12/2014,499 Washington Blvd.,Suite 900,JERSEY CITY,UNITED STATES OF AMERICA,Human Resources Director,"SCIVANTAGE, INC.",170,(646) 452-0050,,77002,TEXAS,1990,,,HOUSTON,Master's,1
82035,,San Diego,"Fragomen, Del Rey, Bernsen & Loewy, LLP",GEORGIA,,,A-15184-94702,23/07/2015,Certified,H-1B,SOUTH KOREA,,19/08/2015,3 Bethesda Metro Center,None,BETHESDA,UNITED STATES OF AMERICA,Human Resources Director,"CBIZ ACCOUNTING, TAX AND ADVISORY OF MARYLAND",62,(240) 396-2775,,77056,TEXAS,1991,,,HOUSTON,Bachelor's,0
213572,,Fremont,Attorney At Law,ARIZONA,,,A-15015-42601,11/02/2015,Certified,H-1B,INDIA,,01/11/2016,3333 Beverly Road,None,HOFFMAN ESTATES,UNITED STATES OF AMERICA,Hr Specialist,SEARS HOLDINGS MANAGEMENT CORPORATION,5479,(847) 286-2500,,77032,TEXAS,1996,,,HOUSTON,Master's,1
226286,,Mclean,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-14308-22502,05/12/2014,Certified-Expired,H-1B,INDIA,,22/02/2016,275 North Field Drive,Suite #306,LAKE FOREST,UNITED STATES OF AMERICA,Litigation Paralegal,"HOSPIRA, INC.",8000,(224) 212-2000,,77068,TEXAS,1997,,,HOUSTON,Master's,1
175241,,Dallas,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-15034-47805,25/02/2015,Certified,F-1,CHINA,,05/05/2015,222 Merchandise Mart,561 Laguardia Place,CHICAGO,UNITED STATES OF AMERICA,"Director, Talent Acquisition",CCC INFORMATION SERVICES INC.,1100,(312) 222-4636,,77008,TEXAS,2001,,,HOUSTON,Bachelor's,0
9605,,Pittsburgh,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-16112-00340,13/05/2016,Certified-Expired,H-1B,CHINA,,31/10/2014,24 West 71 Street,None,NEW YORK,UNITED STATES OF AMERICA,President,"SCHILTKAMP INTERNATIONAL CONSULTANTS, INC.",3,(212) 579-4700,,77027,TEXAS,2002,,,HOUSTON,Master's,1
212100,,Houston,"Graves & Graves, P.C.",ILLINOIS,,,A-16195-31939,03/08/2016,Certified,TN,MEXICO,,27/10/2016,400 North Washington Street,None,GREEN BAY,UNITED STATES OF AMERICA,Director-Business Support,"SCHREIBER FOODS, INC.",5000,(920) 437-7601,,77042,TEXAS,2008,,,HOUSTON,Bachelor's,0
60469,,Pittsburgh,Chronis & Kreher LLP,CALIFORNIA,,,A-15069-57525,01/04/2015,Certified,H-1B,INDIA,,22/04/2016,"1551 S Washington Ave, Suite 130",None,PISCATAWAY,UNITED STATES OF AMERICA,Hr Coordintor,ALACRITI INC,39,(908) 791-2916,,77477,TEXAS,2009,,,HOUSTON,Associate's,0
141662,,Phoenix,Berry Appleman & Leiden LLP,CALIFORNIA,,,A-15194-97285,29/07/2015,Certified,H-1B,INDIA,,27/07/2016,11208 John Galt Boulevard,None,OMAHA,UNITED STATES OF AMERICA,Vice President Of Human Resources,"ELECTION SYSTEM & SOFTWARE, INC.",351,(402) 938-1411,,77845,TEXAS,1994,,,IRVINE,Bachelor's,0
97730,,New York,"Fragomen, Del Rey, Bernsen & Loewy, LLP",DISTRICT OF COLUMBIA,,,A-16132-08401,27/05/2016,Certified,F-1,INDIA,,10/08/2015,436 Creamery Way,None,EXTON,UNITED STATES OF AMERICA,"Vice President, Administration",EDUCATION MANAGEMENT SOLUTIONS LLC,88,(610) 701-7002,,77845,TEXAS,1994,,,IRVINE,Bachelor's,0
97559,,New York,Law Office of Heidi J Meyers,MICHIGAN,,,A-14308-22560,08/12/2014,Certified,H-1B,INDIA,,13/05/2016,850 3Rd Avenue,None,NEW YORK,UNITED STATES OF AMERICA,Cfo,TMC BONDS LLC,86,(646) 375-1111,,76155,TEXAS,1934,,,IRVING,Master's,1
200860,,Calabasas Hills,Global Immigration Partners,ILLINOIS,,,A-14281-14215,12/11/2014,Certified,H-1B,INDIA,,30/11/2016,532 Riverside Ave,None,JACKSONVILLE,UNITED STATES OF AMERICA,Assistant General Counsel,"DIVERSIFIED SERVICE OPTIONS, INC. DBA GUIDEWELL SO",3125,(904) 791-6924,,77845,TEXAS,1994,,,IRVING,Bachelor's,0
337017,,Hagatna,DAVIS & DAVIS P.C.,CALIFORNIA,,,A-14160-76490,25/06/2014,Certified-Expired,H-1B,CHINA,,19/11/2015,One Microsoft Way,"Ms 8014, Bldg #82",REDMOND,UNITED STATES OF AMERICA,Microsoft In-House Attorney,MICROSOFT CORPORATION,60000,(425) 538-3872,,77380,TEXAS,2005,,,IRVING,Master's,1
204725,,Houston,None,NEW YORK,,,A-14247-04021,07/10/2014,Certified,H-1B,CHINA,,31/05/2016,15 Inverness Way East,Building 2,ENGLEWOOD,UNITED STATES OF AMERICA,Immigration & Relocation Manager,IHS GLOBAL INC,3655,(303) 397-2600,,75038,TEXAS,2013,,,IRVING,Bachelor's,0
291850,,Cerritos,The Chugh Firm,TEXAS,,,A-16048-73849,11/03/2016,Certified-Expired,H-1B,INDIA,,03/04/2015,211 Quality Circle,Suite 300,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,29000,(201) 290-9573,,75019,TEXAS,2002,,,JACKSONVILLE,Master's,1
292603,,None,"LI, LATSEY & GUITERMAN, PLLC",NEW YORK,,,A-16057-77616,23/03/2016,Certified-Expired,H-1B,INDIA,,02/04/2015,211 Quality Circle,Suite 300,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,29000,(201) 290-9573,101,75038,TEXAS,2000,,,JERSEY CITY,Bachelor's,0
60633,,Owings Mills,"Fragomen, Del Rey, Bernsen & Loewy, LLP",GEORGIA,,,A-15236-11309,23/09/2015,Certified-Expired,H-1B,INDIA,,15/01/2015,27 Water Street,Suite 200,WAKEFIELD,UNITED STATES OF AMERICA,Operations Manager,MAXIMA CONSULTING INC,39,(781) 246-9500,,75024,TEXAS,1981,,,KATY,Bachelor's,0
370754,,Atlanta,Antonini & Cohen Immigration Law Group,ARIZONA,,,A-16174-24571,14/07/2016,Certified,H-1B,INDIA,,28/07/2016,One At&T Plaza,None,DALLAS,UNITED STATES OF AMERICA,Lead Foreign National Account Manager,"AT&T SERVICES, INC.",256420,(800) 403-3302,,75038,TEXAS,2004,,,KATY,Master's,1
208610,,None,"Ogletree, Deakins, Nash, Smoak & Stewart PC",None,,,A-16138-10850,08/06/2016,Certified,H-1B,KENYA,,23/04/2015,One Williams Center,None,TULSA,UNITED STATES OF AMERICA,Senior Counsel - Labor And Employment,"WILLIAMS WPC-1, LLC",4600,(918) 573-2000,,77304,TEXAS,2007,,,KATY,Master's,1
303212,,Burlington,Trupti N Patel and Associates,VIRGINIA,,,A-16013-60465,09/02/2016,Certified,H-1B,INDIA,,19/04/2016,211 Quality Circle,None,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,35000,(201) 290-9573,,78028,TEXAS,1923,,,KERRVILLE,Doctorate,0
210512,,New York,"Fragomen, Del Rey, Bernsen & Loewy, LLP",FLORIDA,,,A-15324-41910,11/12/2015,Certified,H-1B,INDIA,,22/07/2016,1 Old Country Road,None,CARLE PLACE,UNITED STATES OF AMERICA,"Vice President, Human Resources","1800FLOWERS.COM,INC.",5000,(516) 237-6000,,77056,TEXAS,1964,,,KEY BISCAYNE,Bachelor's,0
221793,,San Francisco,Egan LLP,CALIFORNIA,,,A-15225-08271,11/09/2015,Certified-Expired,H-1B,INDIA,,04/12/2014,55 East 52Nd St.,Suite 200,NEW YORK,UNITED STATES OF AMERICA,In-House Immigration Counsel,"MCKINSEY & COMPANY, INC UNITED STATES",7000,(212) 446-7000,,75024,TEXAS,1981,,,LAWRENCEVILLE,Bachelor's,0
118614,,Atlanta,"Fragomen, Del Rey, Bernsen & Loewy, LLP",CALIFORNIA,,,A-13122-61027,07/06/2013,Certified,H-1B,INDIA,,27/05/2016,2701 Dallas Parkway,None,PLANO,UNITED STATES OF AMERICA,Assistant Hr Manager,"XTGlobal,Inc",157,(972) 755-1800,,75006,TEXAS,2011,,,LEWISVILLE,Master's,1
73004,,Atlanta,"Garvish Immigration Law Group, LLC",ILLINOIS,,,A-14310-23139,10/12/2014,Certified,H-1B,INDIA,,31/05/2016,400 Perimeter Center Terrace Ne Ste 900,None,ATLANTA,UNITED STATES OF AMERICA,Executive Hospitality & Legal Associate,"BEYOND MANAGEMENT GROUP, INC.",50,(770) 804-6463,,78750,TEXAS,2012,,,LONE TREE,Master's,1
233498,,San Francisco,Fakhoury Law Group,CALIFORNIA,,,A-15156-83464,24/06/2015,Certified,L-1,UNITED KINGDOM,,17/08/2016,2135 W. Maple Rd.,None,TROY,UNITED STATES OF AMERICA,"Manager, Global Mobility","MERITOR HEAVY VEHICLE SYSTEMS, LLC",9000,(248) 435-1000,,75024,TEXAS,1981,,,LONG BEACH,Bachelor's,0
250356,,Phoenix,Jackson & Hertogs LLP,MASSACHUSETTS,,,A-14115-63958,18/05/2014,Certified,L-1,INDIA,,18/07/2016,701 First Avenue,None,SUNNYVALE,UNITED STATES OF AMERICA,"Senior Manager, Human Resources",YAHOO! INC.,12500,(408) 349-3300,,75024,TEXAS,1984,,,LOS ANGELES,Bachelor's,0
182950,,Houston,Reddy & Neumann P.C.,PENNSYLVANIA,,,A-15099-65448,27/04/2015,Certified-Expired,L-1,SPAIN,,05/01/2016,4022 Sells Drive,None,HERMITAGE,UNITED STATES OF AMERICA,"Lead Specialist, Hr,Deloitte Services Lp,As Agent","DELOITTE TRANSACTIONS & BUSINESS ANALYTICS, LLP",1500,(615) 882-7600,,77845,TEXAS,1994,,,LOUISVILLE,Master's,1
303481,,Richmond,LAW OFFICE OF DAVID WILLIAMS,MICHIGAN,,,A-16014-61300,10/02/2016,Certified,H-1B,INDIA,,01/09/2015,211 Quality Circle,None,COLLEGE STATION,UNITED STATES OF AMERICA,Immigration Specialist,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,35000,(201) 290-9573,,77479,TEXAS,2007,,,LOWELL,Master's,1
36467,,New York,"Gibney, Anthony & Flaherty, LLP",ILLINOIS,,,A-14231-99350,17/09/2014,Certified,F-1,CHINA,,15/07/2015,16724 Marquardt Avenue,501 E. High Street,CERRITOS,UNITED STATES OF AMERICA,Vice President,DEVICOM INTERNATIONAL INC. DBA SNEAKERHEAD.COM,20,(562) 677-1997,,77845,TEXAS,1994,,,MANCHESTER,Master's,1
22300,,None,Murthy Law Firm,NEW YORK,,,A-15226-08567,14/09/2015,Denied,None,SLOVAKIA,,02/06/2015,269 Union Street,None,LODI,UNITED STATES OF AMERICA,President,"EGS GROUP, LLC",10,(201) 835-3081,,77845,TEXAS,1994,,,MARIETTA,Bachelor's,0
126208,,Buffalo,Serotte Law LLC,TEXAS,,,A-14126-66579,21/05/2014,Certified-Expired,H-1B,CHINA,,26/02/2016,1 World Trade Center,Mail Stop: Sjc 05/1/4,NEW YORK,UNITED STATES OF AMERICA,Human Resources Coordinator,XAD INC,198,(415) 814-9837,2451,78539,TEXAS,2015,,,MCALLEN,Doctorate,0
103331,,Houston,Foster LLP,CALIFORNIA,,,A-15049-51515,11/03/2015,Certified,H-1B,MEXICO,,28/05/2015,1600 Mcconnor Parkway,None,SCHAUMBURG,UNITED STATES OF AMERICA,"Vice President, Human Resources Operations",CATAMARAN,101,(224) 231-1752,,77042,TEXAS,2008,,,METAIRIE,Master's,1
23038,,Boston,"Chin & Curtis, LLP",CALIFORNIA,,,A-15196-98612,06/08/2015,Certified,F-1,NIGERIA,,22/04/2015,4915 South Dixie Highway,None,WEST PALM BEACH,UNITED STATES OF AMERICA,Owner,MD OMEGA PHARMACY INC,10,(561) 547-7710,,75024,TEXAS,1981,,,MIDDLETOWN,Bachelor's,0
168592,,None,"K. K. RASTOGI, ESQ.",MASSACHUSETTS,,,A-14269-10765,24/10/2014,Certified,H-1B,INDIA,,27/04/2016,11950 Democracy Drive,None,RESTON,UNITED STATES OF AMERICA,"Principal, Compliance Management","COMSCORE, INC.",824,(703) 438-2000,,79761,TEXAS,1921,,,MIDLAND,Bachelor's,0
134909,,Fremont,Bay Area Immigration Services Inc.,CALIFORNIA,,,A-16244-48263,16/09/2016,Certified,H-1B,INDIA,,12/10/2016,3 Second Street,None,JERSEY CITY,UNITED STATES OF AMERICA,General Manager,"AVEPOINT, INC.",248,(201) 793-1111,,79706,TEXAS,2006,,,MIDLAND,High School,0
20946,,None,"Bordeau Immigration Law, LLC",CALIFORNIA,,,A-14083-55175,01/05/2014,Certified-Expired,Not in USA,IRAN,,10/02/2016,601 Montgomery Street,None,SAN FRANCISCO,UNITED STATES OF AMERICA,Founder,MEMarchitecture,9,(415) 421-9000,,75024,TEXAS,1981,,,MILPITAS,Bachelor's,0
178887,,Encino,"David M. Sturman, APC",CALIFORNIA,,,A-16236-45234,09/09/2016,Certified,H-1B,INDIA,,28/10/2016,333 Brannan Street,None,SAN FRANCISCO,UNITED STATES OF AMERICA,People Ops Global Mobility,"DROPBOX, INC.",1254,(415) 930-8733,,77845,TEXAS,1994,,,MILWAUKEE,Bachelor's,0
